property_id,type,description,list_price,last_sold_price,sqft,stories,beds,baths,garage,zip_code,city
NY0019517EO6,coop,"One-Bedroom Co-op in the Heart of Bath Beach Approximately 750 sq. ft., this bright one-bedroom unit offers comfortable living in a vibrant neighborhood. Ideally located just steps from public transportation and a variety of charming local shops and eateries. Enjoy easy access to a public park located directly across the street-perfect for outdoor relaxation. A fantastic opportunity to own in a well-established co-op community!",249000,217000,750,0,1,1,0,11214,Brooklyn
NY001952O931,coop,"This 2 bedroom with balcony unit is located on the 2nd floor, is positioned perfectly, and faces SE for lots of morning sunshine. Enjoy your coffee in your eat-in kitchen or on your balcony. There's great ventilation in your windowed bathroom. This is the best 2-bedroom layout for removing non-load bearing walls to create a more open loft-like feel. Tons of closet space too. Seward Park Co-op amenities include: fully equipped gym, 2 large private gated playgrounds and water park, indoor children's playroom, 24x7 on-site laundry room, on-site maintenance staff, community garden, bike storage, community room with full kitchen available for private events, 24x7 lobby attendant with roving security guards, package room to receive parcels. (some amenities have fees and wait lists) Dogs allowed subject to Board approval and registration. Sublets allowed after 2 years of ownership (Shareholder required to continue to pay base maintenance, in addition to a sublet fee.) Washers/dryers allowed in units pending Co-op approval. The Lower East Side is booming! And you'll be just a short walk away from over 500 restaurants, 135 bars & clubs, 280 places to shop including Trader Joe's, Target, Metro Acres Supermarket, the new Brooklyn Fare market, CVS, Kossar's, Doughnut Plant, Pickle Guys, tons of clothing stores, The Essex Market etc., 20 exercise and health club choices, the [Redacted Entity] at ssex Crossing and 100+ art galleries, and more. Nearby transportation includes the B, D, F, J, M, Z trains and M9, M14A, M15, M22 buses. Walking distance to the East Village, Little Italy, Chinatown, Soho. You'll have it all!",899000,999000,0,20,2,1,0,10002,New York
NY001953ZSTI,single_family,"Tucked away off the beaten path yet just steps from Latham's finest dining and shopping, this beautifully updated home offers the perfect blend of privacy and convenience. Enjoy modern updates throughout, creating a fresh and inviting feel in every room. The finished basement adds valuable space, complete with a convenient laundry area, half bath, and plenty of room for recreation, work, or relaxation. A true gem in a prime location!",299900,333000,1384,0,3,2,0,12110,Latham
NY001954TY8T,single_family,"Charming 3-bedroom, 1-bath single-family home ideally located in the heart of Naples. This inviting property offers comfortable living with a practical layout, bright living spaces, and the convenience large detached garage with plenty of storage space. The home's location is a true highlight-enjoy easy walkability to local shops, restaurants, schools, and community events, and right in the center of Naples Fest.",110000,110000,1012,1,3,1,1,14512,Naples
NY0019550TN5,single_family,"Don't miss this rare opportunity to own a 2-bedroom, 1-bath home just one block from the Niagara River-a true boater's delight! Conveniently located near stores, restaurants, and beautiful Niawanda Park, this home offers the perfect blend of lifestyle and convenience. Inside, you'll find a remodeled kitchen with an eating area, a cozy living space, and a first-floor utility room with laundry hookups. Upstairs features an additional versatile room, ideal for a home office, playroom, or nursery. The double-wide lot provides endless opportunities for expansion and outdoor fun-add a pool, set up horseshoes, or create your dream backyard oasis. With many updates throughout, this home is move-in ready while still offering plenty of room to grow. Perfect for first-time buyers, downsizers, or anyone who loves being near the water-this home has it all!",139000,120000,1164,2,2,1,0,14150,Tonawanda
NY001956DT5Y,single_family,"Unique Opportunity to Own a Beautifully Converted Barn Situated on 3.3 Acres of Land in the Skaneateles School District! Bursting With Rustic Charm and Character, This Unique Fully-Furnished Farmhouse is One of a Kind With Modern Functionality (Including All Contents With The Exception of Those in the Garage and Shed). The Main Levels of this Home Feature 2 Bedrooms, 2 Full Bathrooms, and a Large Great Room For Entertaining. The Full Basement Has an In-Law Apartment Perfect for Extended Family and Guests, or Added Flexibility. Enjoy the Peaceful Setting With Plenty of Privacy, Plus a Detached Barn for a Garage and a Separate Shed for Storage. Complete With a Spring Well and Septic, This One-of-a-Kind Property Blends Country Living With Endless Possibilities.",349900,349900,3500,2,4,3,1,13021,Auburn
NY0019578O5J,single_family,"Where Historic Soul Meets Modern Luxury! Welcome to [Redacted Address]nue-a masterfully reimagined 4-bedroom, 2-bathroom residence that perfectly balances 19th-century charm with 21st-century sophistication. Nestled in the heart of the vibrant Village of Perry, this isn't just a house; it's a complete transformation where every detail has been curated for the discerning homeowner. The Grand Tour - Step through the inviting covered porch and into a world of ""new."" The airy layout flows seamlessly from the spacious formal living room into a stunning eat-in kitchen-the true heart of the home. Whether you're hosting holiday dinners in the formal dining room or enjoying a quiet morning coffee, the abundance of natural light and gleaming finishes create an atmosphere of pure comfort. Modern Comforts & Classic Details - The Masterful Remodel: From floor to ceiling, this home has been stripped back and brought to life with premium updates, ensuring years of maintenance-free living. Flexible Living: With four generous bedrooms and a main-level laundry, the layout offers the versatility needed for a growing family. Bonus Spaces: The attached 2-car garage provides ample storage, and could have a workshop and would be a dream come true for DIY enthusiasts and makers. Your Private Village Oasis - Situated on an over-sized Village 0.32-acre lot, the property features a private, deep back yard perfect for summer BBQs, gardening, or evening fires. Located just steps from Perry's bustling Main Street, you're in the center of it all-local boutiques, cozy cafes, and the stunning Silver Lake are all within reach. This Home is also conveniently located immediately adjacent to the Perry School District Campus too! Don't just buy a house; own a piece of Perry's history, fully updated for your future. Very Easy To Show and Available for immediate closing and possession! Showings start Thursday, February 26th at 12:NOON with all offers due by Friday, March 6th at 12:NOON, be sure to include a current and verifiable proof of funds and/or financing! Make offers good for 24 Hours, someone is going to get a GREAT HOME!",199999,205000,1772,2,4,2,2,14530,Perry
NY001958U3QN,single_family,"Fully Renovated Down To The Studs 4 Bed, 2 Bath Hi-Ranch In Melville For $979,000. An Open Floor Plan, Perfect For Entertaining! As Close To New Construction As You Will Find! A Beautiful Open Concept Kitchen With Stainless Steel Appliances, New Bathrooms, Hardwood Floors, Central Air, 2 Car Garage & More! A Wonderful Property Situated on Over 1/4 Acre With Trex Deck & Patio. Move Right In!",979000,950000,2149,0,4,2,2,11747,Melville
NY001959S7C4,multi_family,"Owner agent, delayed negotiations until March 16, 2026 at 5:30 PM. Two group showings March 10 at 5:30 and March 12 at 5:30.Affordable three family home. Main large apartment is vacant for easy showing. That apartment is two bedrooms plus den with private basement, laundry hook ups,Dining room, large living room with decorative fireplace, hardwood floors. Apartment number two rear apartment with private entranced and porch. Is [Redacted Entity] at he end of the month bought a house has a lease till May 1. Rents could be much higher. Apartment number three studio with cool loft area with ladder and skylight. Hardwood floors throughout. Newer roof and mechanicals.",250000,250000,1975,0,3,3,0,14607,Rochester
NY001960L6SS,single_family,"Rare opportunity to own a Clinton landmark! For more than six decades, this historic Italianate-style charmer has been the cherished home of a beloved local physician and his family. Now, it's ready for its next chapter! From the moment you arrive the home enchants with its timeless curb appeal and rich architectural details. Inside, you'll find nearly 4,000 sq ft of living space brimming with character- hardwood floors, stained glass windows, and abundant period details! The classic floor plan includes a grand double parlor with fireplace, a formal dining room and both front and rear staircases. Upstairs, a spacious hall/gathering area leads to 4 bedrooms, a large laundry room and 1-2 full bathrooms. A unique highlight is a substantial first floor wing that once served as the Dr.'s office- with a waiting room, and exam rooms. This versatile area could easily accommodate an in home business, office, or be reimagined as additional living space! There dry walkout basement- once used as an artists studio- offers even more potential. On a practical note, a new boiler was recently installed, and it fires up those charming radiators beautifully! Outdoors, private rear deck overlooks the deep, beautifully treed back yard. Scroll through the photos and the floor plans and your favorite Realtor[Redacted Entity] to explore this one-of-a-kind offering!",449900,405000,3865,2,4,3,2,13323,Clinton
NY001961LRSB,single_family,"Located on a quiet, tree lined block in the heart of the Estates Section in the Village of Garden City, [Redacted Address]race offers a wonderful opportunity to create your dream home in one of Long Island's most sought after communities. This spacious residence features five generously sized bedrooms and two full baths, providing flexible living space for today's needs. The home has been lovingly maintained and offers solid bones, inviting buyers to bring their vision and personal style to refresh and modernize the interiors over time. Whether you are looking to renovate, expand, or simply settle into a prime location, the potential here is undeniable. All of this within the award-winning Garden City School District, close to parks, village amenities, and the LIRR. Sold as is.",1259000,1200000,1607,3,5,2,1,11530,Garden City
NY0019624W7K,coop,"Welcome to this bright and well-proportioned one-bedroom, one-bath co-op (730sqft) located in the heart of Bay Ridge. This home offers a functional layout with generously sized rooms and great natural light throughout. The spacious living room comfortably accommodates both seating and dining areas, making it perfect for everyday living and entertaining. The eat-in kitchen provides ample cabinet space and room for a dining table. The king-size bedroom features two windows and plenty of space for additional furniture. A windowed bathroom adds light and ventilation. Additional highlights include: - Hardwood floors throughout - Multiple closets for excellent storage - Well-maintained, financially stable co-op building - Low monthly maintenance (includes gas & water) Conveniently located near Shore Road Promenade, Fort Hamilton, shopping, restaurants, and public transportation, offering easy access to everything Bay Ridge has to offer. A great opportunity for first-time buyers or those looking to downsize.",289000,265000,730,0,1,1,0,11209,Brooklyn
NY00196311CH,single_family,"Simply stunning. A masterclass in sophisticated elegance, this exceptional custom residence is nestled within a private Pittsford sanctuary and offers refined living for the most discerning buyer. From the moment you enter, breathtaking soaring ceilings and natural stone floors lead from the grand foyer into a professionally appointed chef's kitchen featuring a Sub-Zero refrigerator, wine cooler, walk-in pantry, and premium finishes throughout. Intricate custom inlaid herringbone cherry hardwood floors flow seamlessly through the dining and family rooms, creating warmth and timeless architectural character. A professionally designed first-floor home office offers an inspiring workspace with magnificent views of the surrounding natural landscape. Multiple access points lead to an expansive wrap-around Trex(TM) deck, perfectly designed for entertaining or simply enjoying the tranquil woodland setting that surrounds the property. Ascend the elegant spiral staircase to find four expansive ensuite bedrooms, including a breathtaking primary suite featuring a fireplace, private sitting area, spa-inspired bath, and an abundance of custom closet space. No detail has been overlooked. Architectural craftsmanship is showcased throughout with 8-foot doors, custom millwork, cedar closets, and dual staircases. The walk-out finished lower level elevates the home's luxury lifestyle offerings with a private movie theater and sauna. Meticulously maintained and extensively updated, recent improvements include a brand-new tear-off roof, freshly painted interiors, a redesigned primary suite with cathedral ceilings and custom beams, new carpeting, refinished hardwood floors, and a recently remodeled basement. Over 250,000 in recent upgrades enhance the quality and value of this remarkable home. An extraordinary Pittsford estate where luxury, privacy, and craftsmanship come together beautifully. Please note: One or more photos have been virtually staged.",1299900,1300000,6763,2,4,6,4,14534,Pittsford
NY001964EM80,single_family,"Welcome! Super cool house! 4 bedrooms and 2 full baths. Bright and open kitchen with generously sized cupboard space and counters. Luxury vinyl flooring. Cherry hardwood flooring throughout most of the home. Living rm with vaulted ceiling and balcony over hang. Family room with fabulous built in bar, gas fireplace with electric blower (2023). So Cozy!! Insulated 4 season sunroom with 3 skylights, slate flooring w/ access to back yard. Lower level complete with bedroom and full bath (2026 remodeled). Second level with 3 bedrooms and full bath. Full basement complete with huge closet . Fenced in yard with gate. Deck with post for awning. Stamped Concrete patio; wonderful for entertaining. All TV brackets stay. Electric fireplace bracket will convey with the home. Electric fireplace and TVs are negotiable. All appliances stay. Sump pump and tankless HWT 2024. Lower Bathroom renovated 2026. Surround sound system 2024. Kitchen island and stools will convey with the home. Appliances included. Furnace, AC and roof approx. 15 years old. Offers due Thursday, March 26 at 10:00 am. Open House Saturday, March 21st from 1-3pm. No escalation clauses.",309900,330000,1629,2,4,2,1,14094,Lockport
NY001965D9KC,single_family,"Move right into this beautifully renovated 3-bedroom ranch, ideally situated in scenic Saugerties, New York - perfectly nestled between the Catskill Mountains and the Hudson Valley. Enjoy year-round adventure and charm with easy access to world-class ski slopes, scenic hiking trails, and the vibrant shops, restaurants, and arts scenes of Woodstock, Hudson, and Rhinebeck. This charming, move-in-ready home offers the best of country living with modern comforts. Step through sliding glass doors onto a private deck overlooking a fully fenced yard complete with a stone patio and fire pit - perfect for outdoor entertaining. Inside, you'll find a bright and modern kitchen with a center island, ideal for cooking and gathering. The home also features central heating and air conditioning, ensuring comfort in every season. Additional highlights include a full unfinished basement, offering ample storage space and exciting potential for future expansion. Conveniently located just minutes from the New York State Thruway, this home is a perfect primary residence, weekend getaway, or investment opportunity.",399680,380000,960,1,3,1,1,12477,Saugerties
NY001966WEWI,multi_family,"Located on a high-visibility stretch of Ridge Road, this three-unit multi-family property offers a massive footprint and even larger potential for those ready to roll up their sleeves. Detached garage Prime Location: Situated with easy access to Route 104, North Ponds Park, and the village of Webster. Generous Lot: Sits on a deep 0.20-acre lot with off-street parking capacity. Limited Group Showings on Thursday April 16, 2026 from 9:00 am to noon. No delayed negotiations. Owner will remove some personal effects, boat and trailers, rest conveys AS Is.",139900,110000,3027,2,4,3,2,14580,Webster
NY0019673UBK,single_family,"Welcome to [Redacted Address]ive! This home has been lovingly cared for by the same owner for over SIX decades & is ready for its next chapter! It has beautiful curb appeal with a welcoming front porch & classic bay window. Inside you'll find a generously sized living room with a cozy wood burning fireplace (NRTC). Spacious & bright eat in kitchen, along with a formal dining room. Bonus family room overlooks the yard & has a convenient side door leading directly outside, making it easy to step out & enjoy the yard & garage. First floor bedroom & full bath complete the first floor-offering flexibility for guests or single floor living! Hardwood floors are preserved beneath the carpet on both the first & second floors, ready to be uncovered & restored to their original beauty! Upstairs, you'll find two additional bedrooms & a convenient half bath-perfect for family, visitors or home office space. Newer roof, hot water tank & well maintained furnace bring peace of mind. Two car detached garage & nice size backyard provide plenty of space for outdoor enjoyment, gardening & storage. This is a wonderful opportunity to bring your own creative ideas & own a home filled with warmth, character & decades of loving care. Showings begin immediately!",225000,230000,1414,0,3,2,2,14223,Buffalo
NY001968P8UH,single_family,"Sited on a private lane on 1.2 acres and adjacent to 45 acre nature preserve, the latest project from Talo Builders is nearing completion. This grand 7 bedroom, 8.5 bath home spans 7, 000 +/- sq. ft. on three levels. With thoughtful design and premium finishes, this home offers all the best of Hamptons living inside and out. The front entry hall leads to the sun-filled great room, which then flows to the open, gourmet kitchen with separate dining, wine room, and butler's pantry. Also on the first floor is a primary suite with a walk-in closet and fireplace. The two-car garage is accessible from the home via a well-appointed mudroom. An ensuite office and sunroom complete this level. The second floor of the home hosts a generous primary suite with walk-in closets and a spacious bath. There are 3 additional ensuite bedrooms on the second floor of the home. The lower level will provide a gym/media room and two additional bedrooms. Outside, the covered patio leads to the 20'x50' gunite pool with spa. There are also community tennis courts for your enjoyment.",5695000,5250000,4500,2,7,9,0,11937,East Hampton
NY001969GE90,single_family,"Step beyond the expected and into a home that feels curated rather than simply constructed. Tucked within the coveted Riverview Manor neighborhood of Hastings-on-Hudson, this Dutch Colonial blends tranquility with design-forward character, offering seasonal glimpses of the Hudson River and Palisades as a shifting natural backdrop. A striking blue door sets the tone, this is not a cookie-cutter home. Inside, light and geometry take center stage. Modular shelving and sculptural forms create a sense of dimensional flow, where spaces feel both intentional and effortlessly connected. The living room is expansive yet inviting, wrapped in windows and anchored by a wood-burning fireplace. Just beyond, a sunroom with skylight and French doors offers a luminous retreat that changes with the day. The kitchen and breakfast area unfold organically, leading to a private deck where seasonal river views become part of your daily rhythm. Architectural details, dentil molding, corbels, add texture and quiet sophistication as the home transitions into the dining and family rooms. Upstairs, three bedrooms carry forward the home's narrative of character and authenticity, with striking hardwood floors and enduring craftsmanship. Two and a half baths complement the layout, while a new roof (2025) adds peace of mind. The lower level expands your possibilities, ideal for a gym, recreation space, or creative studio, with direct access to a backyard that feels like a hidden cottage garden, complete with a fenced area for privacy and charm. Beyond the home, the lifestyle unfolds. A vibrant village energy awaits, from the thriving farmers market to local shops, dining, and a strong sense of community. With Metro-North nearby and schools within reach, convenience meets character in a setting that feels both grounded and alive. This is more than a home, it's a composition of light, space, and story.",1200000,1350000,1701,2,3,3,0,10706,Hastings On Hudson
NY001970U3KI,single_family,"Stunning Corner-Lot with Inground Pool & Prime Commuter Access! Welcome to this beautiful 4 bedroom, 2 and a half bath split level home perfectly situated on a picturesque corner lot with magnificent landscaping and exceptional outdoor living. Designed for both comfort and entertaining, the property features a sparkling inground pool, expansive patio, and lush, professionally maintained grounds that create a true backyard oasis. Inside, generous living spaces flow effortlessly, offering flexibility for today's lifestyle. Whether hosting gatherings in the formal dining room or enjoying [Redacted Entity] at ome, this residence delivers the perfect balance of elegance and ease. Ideally located for commuters, the home is just minutes from the Beacon train station, I-84, NY Thruway, and Route 17, providing seamless access to West Point and The Woodbury Commons while maintaining a peaceful, residential setting. Original hardwood floors lie beneath the carpeting on both the main and upper levels, ready to be revealed.",539000,550000,2338,2,4,3,2,12553,New Windsor
NY0019710L98,single_family,No additional info available,0,725000,2464,2,4,3,0,12545,Millbrook
NY001972NHWG,single_family,"Back on the Market! The previous Buyers had a change in circumstance and could not proceed with the purchase. Don't miss the opportunity, where else will you find a turn key house for this price? Completely rebuilt from the studs up, this 3-bedroom, 1.5-bath home offers the peace of mind of new construction - without the new construction price tag. With just over 1,000 square feet of thoughtfully renovated living space, every major component has been updated. Improvements include a new metal roof, insulation, plumbing, electrical, sheetrock, appliances, and a stone driveway. The home also features a dry basement, a new water heater, and a recently serviced furnace - giving buyers confidence for years to come. Situated on a large lot with an expansive front yard, there's plenty of space to enjoy the outdoors. A large detached single-stall garage adds storage and functionality. Located in the South Lewis Central School District, this property offers convenient access to surrounding communities - just 11 minutes to Boonville, 20 minutes to Lowville, and 45 minutes to Rome. Move right in and enjoy modern updates, efficient systems, and low-maintenance living in a beautifully restored home. Schedule your showing today!",129900,131400,1012,2,3,2,1,13433,Port Leyden
NY001973KMWR,single_family,"So hard to find- welcome to this beautiful Fredonia raised ranch on 2 acres just a few miles outside of the village! Built in 1989, this countryside home offers 2 full complete floors of living space! Come on in and let's tour this home!! Entering though the front door of this lovely raised ranch, you will be pleased with more room than expected! The top level has kitchen, dining room, living room, bathroom and 3 bedrooms! The ample living room in pleasing grey overlooks the front yard and hillside beyond. A cozy dining room has sliding doors out to a large 2-level deck and also boasts an archway over a breakfast bar with stools that connects to the kitchen! Modern upgraded flooring, light fixtures, solid surface countertops and newer backsplash compliment the kitchen that is also large enough for it's own table and chairs in addition to the dining room for meals! How pleasant and calming it is to watch wildlife come out of the woods out your kitchen window as you are meal prepping! In the warmer weather, head on out to the deck for dinner outdoors or just enjoy evening conversation under the stars. Continuing down the hall you will find a full bathroom and 3 bedrooms all with closets, the largest bedroom having a walk-in! The lower level has an amazing bonus recreation room, also styled in pleasing grey tones that is so large you can view your front yard out the windows all the way around to backyard views on the other side of this versatile room! A TV room, weight room, playroom, or home remote workspace all can fit ideally in this space! The newer primary 4th bedroom also on the lower level has space galore and an enviable walk-in closet and private full bathroom. A storage room/hobby room and laundry room are on this level as well. A walkout door to lower deck takes you to a hot tub to unwind on the day while viewing nature. The 2 car garage with automatic overhead doors and ample workspace was built 11 years ago. Mini split A/C, 4 zone heating, newer windows & electric service line.Taxes already include the annual fee of $294 for the new municipal water line that was run down the road about 10 years ago. **Click on the video icon to view our virtual tour!",329000,355000,2624,1,4,2,2,14063,Fredonia
NY001974G7RC,single_family,"If you've been waiting for something special in St. James, this is a home you won't want to miss. The primary en suite with tray ceiling creates an open, airy feel, is a true retreat, complete with sliders to your own private deck - the perfect spot for morning coffee or [Redacted Entity] at he end of the day. The full bath features a beautiful clawfoot tub and a separate shower, creating a spa-like [Redacted Entity] at ome. Two additional bedrooms share a convenient Jack and Jill full bath, offering comfort and privacy for family or guests. The heart of the home is the open-concept kitchen and living area, designed for both everyday living and entertaining. A spacious island with built-in dining flows seamlessly into the living room, making it easy to stay connected. The Viking stove and Sub-Zero refrigerator bring both function and style to this thoughtfully designed space. Just off the main living area, you'll find a den with a half bath and side entrance, ideal for a home office, guest space, or flexible living needs. The formal dining room has an elegant tray ceiling adding architectural detail and visual height , with French doors leading to a bright sunroom. Located in the Smithtown School District on a dead end street, this home offers comfort, privacy and timeless charm, all in a beautiful St. James setting. Oil heat, new CAC, In ground sprinklers, Pella windows, Full basement.",775000,875000,2034,0,3,3,0,11780,Saint James
NY001975KSH3,multi_family,"Colonial Style Home. This Home Features 6 Bedrooms, 2.55 Baths, Formal Dining Room, & Eat In Kitchen. Centrally Located To All. Don't Miss This Opportunity!",725000,731000,0,0,6,4,0,11691,Far Rockaway
NY001976LN96,condo,"Welcome to Mission Landing - where luxury, privacy, and architectural character come together in one exceptional residence. Experience [Redacted Entity] at ts finest! This stunning condo offers a rare opportunity to own the only unit on its floor, delivering an unmatched level of privacy. A spacious private foyer - technically common space but exclusively serving this residence - creates a grand and welcoming entrance, setting the tone before you even step inside. Designed as a structural bump-out of the building, this home enjoys minimal shared walls, providing enhanced quiet and separation rarely found in condo living. Inside, the residence showcases a sophisticated blend of industrial elegance and modern luxury. Exposed brick, soaring ceilings, oversized windows, and rich wood accents create a warm yet refined aesthetic. The open-concept living area is anchored by a sleek linear fireplace and framed by expansive windows that flood the space with natural light. The chef's kitchen is equally impressive, featuring upgraded cabinetry, stone surfaces, stainless appliances, designer lighting, and a striking stone backsplash. Throughout the home, you'll find a long list of thoughtful upgrades and enhancements that elevate both form and function - carefully curated finishes, custom details, and high-end improvements that make this property truly move-in ready. Located in one of the area's most desirable communities, Mission Landing offers the perfect blend of style, convenience, and exclusivity. This is not just a condo - it's a private, architecturally distinctive retreat in an unbeatable location! Showing are delayed until Sunday, 2pm at the start of the Open House[Redacted Entity]. This exquisite listing is requiring Pre-Qualified buyers only. Best and Final offers due Sunday 3/15 at 10am.",569000,565000,1738,1,2,2,2,13204,Syracuse
NY001977SP77,multi_family,"Well-Maintained Mixed-use property on Queens Blvd. Bar pays 9,407 per month. Plus 50% of RE taxes. 5 years option on lease left. Great upside potential (Market rents for residential units close to $4,000 per month) on a long-term family-owned investment property. Expenses Are: Insurance: $7,738.89Heat: $6,793.89 Water & sewer $600.00 (For two residential units. Store was their own water meter). Electric $1,000.00 RE Taxes $9,675.00 (store pays 50% of that amount), Additional information: Appearance: excellent.",2499000,2350000,0,0,0,2,0,11104,Sunnyside
NY001978KH99,single_family,"Welcome to 64 Alsace, this home beautifully blends original charm and character with modern finishes! Enter into the stunning foyer with open staircase and inlayed hardwood floors! The entire first floor is a bright, spacious open-concept living space. The living room features built-ins and wood burning fireplace. Fantastic newly remodeled kitchen with large center island, quartz countertops, herringbone backsplash and stainless appliances, perfect for entertaining! Formal dining area with sliding glass door to deck. Convenient half bath on first floor. Dual staircase to the second floor finds 4 bedrooms and full bath. Primary bedroom features additional sitting area, and ample closet space in each room. Full walk-up attic is full of possibilities! Fenced yard with concrete patio and covered deck. Updates include Tear off roof 2018, Furnace 2025, AC 2019, HWT 2021, kitchen new appliances 2020. Steps away from Mercy Hospital! Open House Saturday, April 4th 1-3pm! Offers will be reviewed Tuesday, April 7th at 12pm!",299900,360000,1824,2,4,2,0,14220,Buffalo
NY001979ZAAC,single_family,"Welcome to [Redacted Address]ive, a charming 3-bedroom, 1.5-bathroom split-level home located in the desirable Morning Star Acres neighborhood of Gates. Built in 1979, this 1,318-square-foot residence offers a functional layout with a partially finished basement for additional living space. Newly updated bathrooms, New Picture Window recently installed, Newer Leaf Filter Gutters, high powered toilets, well maintained cabinets, water heater and furnace runs great, Well Maintained Pool! All Appliances and some items to convey with sale. The exterior features a mix of aluminum and vinyl siding and is situated on a spacious 0.19-acre lot. Residents will appreciate the convenience of an attached 1-car garage and proximity to the Neil Armstrong School. With its solid bones and classic split-level style, this home is ready for its next chapter. Delayed Negotiations 4/13/26 at 3pm. Open House 4/12/26 at 2pm - 4:30pm",205000,257000,1318,3,3,2,1,14606,Rochester
NY00198092A1,single_family,"This fabulous corner-lot split-level offers space, flexibility, and comfort throughout. The main level features a spacious family room that flows seamlessly into the eat-in kitchen, with sliding doors that provide lovely views and access to the fully fenced backyard, complete with a stamped concrete patio and stunning landscaping-perfect for entertaining or everyday living. Upstairs, you'll find three generously sized bedrooms, each offering ample closet space, along with a centrally located full bathroom. The ground level adds even more versatility with a large open area featuring newer wall-to-wall carpeting, ideal for a home office, additional family room, play space, or whatever your heart desires, plus a full bathroom for added convenience. The basement provides excellent storage space along with a dedicated laundry area, while the two-car attached garage features epoxy flooring. These are just some of the incredible details that complete this well-rounded and inviting home.",309900,350000,1856,2,3,2,2,13039,Cicero
NY001981B0NZ,single_family,"Versatile 4 bedroom, 3 full bath Ranch set on a sprawling 0.54-acre lot in Coram. This home offers a functional layout featuring a bright living room, formal dining area, and a kitchen with stainless steel appliances. The main level hosts all four bedrooms and a full bathroom for convenient single-floor living. The fully finished basement is a standout feature, providing incredible additional space with a dedicated office, a cozy den, two additional full bathrooms, and a private outside entrance that's Ideal for guests or extended living. Outside, enjoy a fully fenced wood yard, a covered patio for entertaining, and a private driveway. Ideally located for recreation and convenience, you are just minutes from Spring Lake Golf Club and Mill Pond Golf Course. Enjoy easy access to local shops and restaurants. This property offers over 23,000 sq. ft. of land with endless potential!",549990,555000,0,0,4,3,0,11727,Coram
NY0019826NLV,single_family,"Welcome to this magnificent 4-5 bedroom, 3.5-bathroom home where timeless charm meets modern convenience! Nestled on a private lot in the loveliest of neighborhoods, this spacious residence offers the perfect blend of elegance, functionality, and comfort-ideal for entertaining or accommodating a large family. Rich with character, the home features custom built-ins throughout and is adorned with stylish light fixtures. The updated kitchen is a chef's dream, showcasing extensive granite countertops, a glass tile backsplash, gas cooktop, double built-in ovens, a wet bar, a second beverage refrigerator, a dishwasher, and a stylish stone sink with incinerator. All bathrooms have been tastefully renovated, including the luxurious primary suite with marble flooring, double granite vanities, and a huge walk-in tiled shower. The massive walk-in closet and additional cedar closet offer exceptional storage. The expansive primary bedroom suite includes a flexible bonus room-ideal for a nursery, private office, or cozy sitting area. A generously sized first-floor bedroom with nearby full bath adds convenience and versatility for guests or multigenerational living. Major updates ensure peace of mind: BRAND NEW 3 ZONE CENTRAL AIR CONDITIONING, newer boiler and gas furnace, a newer roof, gutters, garage door opener, updated windows and fresh interior paint. Recently installed fencing in the rear yard for kids and pups! With all systems in place and stylish upgrades throughout, this move-in-ready gem is ready to welcome you home! your favorite Realtor[Redacted Entity] today!",599900,597500,3852,2,4,4,2,13501,Utica
NY001983QFY1,single_family,"Welcome to [Redacted Address], a spacious and well-maintained Hi-Ranch ideally located in the highly sought-after Commack School District within the famed Candy Section. Set on a flat and usable half-acre property, this 4-bedroom, 2.5-bath home with a 2-car garage offers the perfect blend of comfort, updates, and opportunity. From the moment you arrive, you'll appreciate the inviting curb appeal featuring a beautifully updated paver walkway and cultured stone front. Inside, the home showcases hardwood floors and numerous updates, including windows, roof, siding, a young heating system, hot water heater, and 150-amp electric service, providing peace of mind for today's buyer. In-ground sprinklers help maintain the expansive property with ease. The main level offers a bright and functional layout, while the lower level features a spacious den overlooking the backyard-perfect for relaxing or entertaining. Sliders lead directly to an outdoor patio, creating a seamless indoor-outdoor flow for summer gatherings. An additional fourth bedroom and half bath on this level provide flexibility for guests, a home office, or extended living space. Step outside from the kitchen onto an updated deck, ideal for summer BBQs and enjoying the beautiful backyard setting. With its generous property size and versatile layout, this home offers a wonderful opportunity to customize and add your own personal design touches. Don't miss your chance to make [Redacted Address] your next home-where location, space, and potential come together perfectly.",799000,877000,0,0,4,3,2,11725,Commack
NY001984LWNF,single_family,"Prepare to be WOW'd from the second you walk in. No corner was cut to totally renovate this spacious home with thoughtful, yet modern touches. As you walk in you will find ample square footage with an open concept layout. The first level includes all new recessed lighting, new vinyl plank flooring, new cabinetry, quartz countertops and new appliances. As you walk upstairs, the hard wood floors have been brought back to life, there are three spacious bedrooms and a totally modern bathroom with real tile!! The lower level features a massive room perfect for entertaining, with a potential bedroom or office space, there is also an additional full bath with walk in shower! Walk down a few more steps and you will find two more rooms finished with the same care that include added egress. There are all new windows and doors throughout, new 200 amp electrical service, new garage door with opener. Delayed Negotiations on file for 3/25 @12.",224900,295000,1984,1,4,2,1,14616,Rochester
